SOURCE,DESTINATION,MAP_URL
Cafeteria,girls hostel,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d1762.4892444147742!2d74.49860325803158!3d18.137476396908312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m4!1s0x0%3A0xd8c93645fbe0645!3m2!1d18.1366648!2d74.4980023!5e1!3m2!1sen!2sin!4v1649782151996!5m2!1sen!2sin
Cafeteria,boys hostel,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d1762.4892444147742!2d74.49860325803158!3d18.137476396908312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m4!1s0x3bc3a7331355d1e1%3A0xb3b7710b3ec4c16d!3m2!1d18.1388012!2d74.49756119999999!5e1!3m2!1sen!2sin!4v1649782217071!5m2!1sen!2sin
Cafeteria,Playground,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d1762.4892444147742!2d74.49860325803158!3d18.137476396908312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m5!1s0x3bc3a12a7ebaf46d%3A0x74a2314d46e93d78!2sCollege%20Play%20Ground%2C%20Nira-Baramati%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1365324!2d74.49998819999999!5e1!3m2!1sen!2sin!4v1649782308685!5m2!1sen!2sin
Cafeteria,Parking,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3524.9485180116626!2d74.49650646468233!3d18.138963487632367!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!5e1!3m2!1sen!2sin!4v1649782396119!5m2!1sen!2sin
Cafeteria,Electrical Engg Building,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d3524.9485180116626!2d74.49650646468233!3d18.138963487632367!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m4!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!3m2!1d18.140275499999998!2d74.497483!5e1!3m2!1sen!2sin!4v1649782435190!5m2!1sen!2sin
Cafeteria,Management Building,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d3608.859976766544!2d74.49596381468645!3d18.139733385445027!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e2!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m4!1s0x3bc3a0d255555551%3A0x84c7f5fb7a271301!3m2!1d18.1408254!2d74.4972533!5e1!3m2!1sen!2sin!4v1649868972544!5m2!1sen!2sin
Cafeteria,College of Engg,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3524.9508206897126!2d74.49639111468231!3d18.138849237632364!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m5!1s0x3bc3a0cd33c822f3%3A0xaed54077fcb25400!2sMalegaon%20College%20of%20Engineering%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.139147299999998!2d74.4986887!5e1!3m2!1sen!2sin!4v1649782482414!5m2!1sen!2sin
Cafeteria,Diploma COE,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3524.966236682637!2d74.49623006468225!3d18.13808433763285!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m5!1s0x3bc3a733319ec153%3A0xcdbe3e0d9574bae!2sDIPLOMA%20COLLEGE%20OF%20ENGG.%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138378499999998!2d74.4990098!5e1!3m2!1sen!2sin!4v1649782523722!5m2!1sen!2sin
Cafeteria,Sharad hall,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3524.9758610306053!2d74.49597276468229!3d18.13760678763316!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m5!1s0x3bc3a732c5a07ed5%3A0xbf2fff855b6e9dbe!2sSharad%20Sabhagruh%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.136561699999998!2d74.4986176!5e1!3m2!1sen!2sin!4v1649782584811!5m2!1sen!2sin
Cafeteria,SVPM office/Pharmacy Building,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d3524.9669329974645!2d74.49666576468225!3d18.138049787632905!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e6!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!4m4!1s0x3bc3a733588029df%3A0x24c0458db414da42!3m2!1d18.1375383!2d74.49916139999999!5e1!3m2!1sen!2sin!4v1649781995469!5m2!1sen!2sin
parking,svpm gate,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.570624191387!2d74.49810201468229!3d18.1376090876332!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a167c2f059a9%3A0xaab3e377f1250224!2sSVPM%20GATE%20NO%201%2C%204GP2%2BCFJ%2C%20Malegaon%20Budruk%2C%20Maharashtra%20413115!3m2!1d18.1360867!2d74.50114289999999!5e0!3m2!1sen!2sin!4v1649785141237!5m2!1sen!2sin
parking,girls hostel,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d1895.7808550440363!2d74.49776010803153!3d18.138020296908227!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a7993ac2d5ed%3A0xd8c93645fbe0645!2sGirls%20Hostel(Old)%2C%204FPX%2BM66%2C%20Malegaon%20Budruk%2C%20Maharashtra%20413115!3m2!1d18.1366648!2d74.4980023!5e0!3m2!1sen!2sin!4v1649785269234!5m2!1sen!2sin
parking,boys hostel,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d1895.772209125866!2d74.4971313079994!3d18.13881794690812!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra%20413115!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a7331355d1e1%3A0xb3b7710b3ec4c16d!2sBoys%20Canteen%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1388012!2d74.49756119999999!5e0!3m2!1sen!2sin!4v1649785334530!5m2!1sen!2sin
parking,Playground,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.570624191387!2d74.49810201468229!3d18.1376090876332!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a12a7ebaf46d%3A0x74a2314d46e93d78!2sCollege%20Play%20Ground%2C%20Nira-Baramati%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1365324!2d74.49998819999999!5e0!3m2!1sen!2sin!4v1649786819600!5m2!1sen!2sin
parking,Cafeteria,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5412630713686!2d74.49650646468233!3d18.138963487632367!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!5e0!3m2!1sen!2sin!4v1649786887353!5m2!1sen!2sin
parking,Electrical Engg Building,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5198207879944!2d74.49603461468233!3d18.139952537631693!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!5e0!3m2!1sen!2sin!4v1649786943978!5m2!1sen!2sin
parking,Management Building,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d3608.851963913425!2d74.49591976468638!3d18.140121685433552!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e2!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra%20413115!3m2!1d18.1393678!2d74.498952!4m4!1s0x3bc3a0d255555551%3A0x84c7f5fb7a271301!3m2!1d18.1408254!2d74.4972533!5e1!3m2!1sen!2sin!4v1649869009870!5m2!1sen!2sin
parking,College of Engg,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5368123268404!2d74.49668151468232!3d18.139168787632265!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a0cd33c822f3%3A0xaed54077fcb25400!2sMalegaon%20College%20of%20Engineering%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.139147299999998!2d74.4986887!5e0!3m2!1sen!2sin!4v1649786980559!5m2!1sen!2sin
parking,Diploma COE,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.552514371139!2d74.49623006468225!3d18.138444487632654!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a733319ec153%3A0xcdbe3e0d9574bae!2sDIPLOMA%20COLLEGE%20OF%20ENGG.%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138378499999998!2d74.4990098!5e0!3m2!1sen!2sin!4v1649787037908!5m2!1sen!2sin
parking,Sharad hall,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d1895.781433304273!2d74.49776010803153!3d18.137966946908254!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a732c5a07ed5%3A0xbf2fff855b6e9dbe!2sSharad%20Sabhagruh%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.136561699999998!2d74.4986176!5e0!3m2!1sen!2sin!4v1649787452099!5m2!1sen!2sin
parking,SVPM office/Pharmacy Building,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d1895.777031548156!2d74.49835320799944!3d18.13837304690819!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!4m5!1s0x3bc3a733588029df%3A0x24c0458db414da42!2sSVPM;s%20College%20Of%20Pharmacy%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1375383!2d74.49916139999999!5e0!3m2!1sen!2sin!4v1649787503327!5m2!1sen!2sin
Electrical Engg Building,svpm gate,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.555257776728!2d74.49739776468229!3d18.138317937632724!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a167c2f059a9%3A0xaab3e377f1250224!2sSVPM%20GATE%20NO%201%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1360867!2d74.50114289999999!5e0!3m2!1sen!2sin!4v1649787562675!5m2!1sen!2sin
Electrical Engg Building,girls hostel,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.548687013039!2d74.49584246468228!3d18.13862103763255!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a7993ac2d5ed%3A0xd8c93645fbe0645!2sGirls%20Hostel(Old)%2C%204FPX%2BM66%2C%20Malegaon%20Budruk%2C%20Maharashtra%20413115!3m2!1d18.1366648!2d74.4980023!5e0!3m2!1sen!2sin!4v1649787729439!5m2!1sen!2sin
Electrical Engg Building,boys hostel,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.527108537763!2d74.49546711468237!3d18.139616387631985!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a7331355d1e1%3A0xb3b7710b3ec4c16d!2sBoys%20Canteen%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1388012!2d74.49756119999999!5e0!3m2!1sen!2sin!4v1649787666986!5m2!1sen!2sin
Electrical Engg Building,Playground,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5549456082376!2d74.4973268646823!3d18.13833233763271!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a12a7ebaf46d%3A0x74a2314d46e93d78!2sCollege%20Play%20Ground%2C%20Nira-Baramati%20Rd%2C%20Malegaon%20Budruk%2C%20Maharashtra%20413115!3m2!1d18.1365324!2d74.49998819999999!5e0!3m2!1sen!2sin!4v1649787886654!5m2!1sen!2sin
Electrical Engg Building,Cafeteria,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5282391408264!2d74.49607866468236!3d18.139564237631998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a733395a296b%3A0x909f5953f9592008!2sCafeteria%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138552699999998!2d74.49840739999999!5e0!3m2!1sen!2sin!4v1649787937575!5m2!1sen!2sin
Electrical Engg Building,parking,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5198207879944!2d74.49603461468233!3d18.139952537631693!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a7334ec245f7%3A0x5219bb30325a621d!2sParking%2C%20Unnamed%20Road%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1393678!2d74.498952!5e0!3m2!1sen!2sin!4v1649787991004!5m2!1sen!2sin
Electrical Engg Building,Management Building,https://www.google.com/maps/embed?pb=!1m27!1m12!1m3!1d3608.8421854492417!2d74.49530966468646!3d18.140595535419372!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m12!3e2!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m4!1s0x3bc3a0d255555551%3A0x84c7f5fb7a271301!3m2!1d18.1408254!2d74.4972533!5e1!3m2!1sen!2sin!4v1649869048905!5m2!1sen!2sin
Electrical Engg Building,College of Engg,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.523788253852!2d74.49607866468236!3d18.13976953763186!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a0cd33c822f3%3A0xaed54077fcb25400!2sMalegaon%20College%20of%20Engineering%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.139147299999998!2d74.4986887!5e0!3m2!1sen!2sin!4v1649788064099!5m2!1sen!2sin
Electrical Engg Building,Diploma COE,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d1895.769745299806!2d74.49697705803162!3d18.13904524690807!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a733319ec153%3A0xcdbe3e0d9574bae!2sDIPLOMA%20COLLEGE%20OF%20ENGG.%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.138378499999998!2d74.4990098!5e0!3m2!1sen!2sin!4v1649788136557!5m2!1sen!2sin
Electrical Engg Building,Sharad hall,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5498435705285!2d74.49584246468228!3d18.138567687632563!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a732c5a07ed5%3A0xbf2fff855b6e9dbe!2sSharad%20Sabhagruh%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.136561699999998!2d74.4986176!5e0!3m2!1sen!2sin!4v1649788202816!5m2!1sen!2sin
Electrical Engg Building,SVPM office/Pharmacy Building,https://www.google.com/maps/embed?pb=!1m28!1m12!1m3!1d3791.5428272157633!2d74.49664741468229!3d18.13889133763244!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m13!3e6!4m5!1s0x3bc3a7335b14fbc5%3A0xb6dc5dafd2a44489!2sElectrical%20Engg%20Department%20SVPM%20COE%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.140275499999998!2d74.497483!4m5!1s0x3bc3a733588029df%3A0x24c0458db414da42!2sSVPM;s%20College%20Of%20Pharmacy%2C%20Malegaon%20Budruk%2C%20Maharashtra!3m2!1d18.1375383!2d74.49916139999999!5e0!3m2!1sen!2sin!4v1649788264271!5m2!1sen!2sin
Management Building,svpm gate,https://www.google.com/maps/embed?pb=!1m26!1m12!1m3!1d1527.8043790415654!2d74.49883249132944!3d18.136705616686047!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!4m11!3e2!4m5!1s0x3bc3a0d255555551%3A0x84c7f5fb7a271301!2sShiv%20Nagar%20Prasarak%20Mandal;s%20College%20of%20Commerce%20Science%20and%20Computer%20Education%2C%20Malegaon%20Bk%2C%20Baramati%2C%20Maharashtra%20413115!3m2!1d18.1408254!2d74.4972533!4m3!3m2!1d18.1360215!2d74.5012397!5e1!3m2!1sen!2sin!4v1649869414331!5m2!1sen!2sin
